id,name,url,description,categories,languages,countries,currency_score,relevance_score,authority_score,accuracy_score,purpose_score,total_score,max_possible_score,rating,has_about_page,has_contact_info,has_privacy_policy,has_terms_of_service,has_copyright_info,domain_age_years,last_updated,social_media_presence,ads_level,citations_found,https_enabled,domain
tamil_news18,Tamil News 18,https://tamil.news18.com,"Tamil News - Get Latest and breaking News in Tamil on entertainment, sports, national, world, political, Tamil Nadu News at Tamil News 18. தமிழ் நியூஸ், தமிழ்நாடு செய்திகள்","environment, domestic, sports, lifestyle, world, food, technology, education, tourism, top, health, entertainment, business","spanish, tamil",india,8,6,5,3,6,28,50,C+ (Average),True,True,True,False,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,tamil.news18.com
marathi_asianetnews,Asianet News Marathi,https://marathi.asianetnews.com,"Marathi News (मराठी बातम्या): Get Latest Breaking News Headlines in Marathi. Exclusive Marathi News on Politics, Business, Bollywood, Technology, Cricket from India & World at Asianet News Marathi.",top,marathi,india,8,1,0,3,5,17,50,D (Poor),False,False,False,False,True,0.0,,[],Low,False,True,marathi.asianetnews.com
bbc,The BBC,http://www.bbc.com,"Breaking news, sport, TV, radio, and a whole lot more. The BBC informs, educates, and entertains - wherever you are, whatever your age.","entertainment, politics, technology, health, tourism, business, top, science, sports, world","hindi, turkish, english, persian","iran, united states of america, pakistan, afghanistan, india, united kingdom, turkey",5,9,10,6,3,33,50,B (Above Average),True,True,True,True,True,0.0,,[],High,False,False,www.bbc.com
newsable_asianetnews,Asianet Newsable,https://newsable.asianetnews.com,"News Today: Get latest news headlines from India and World. Read top National News, Current News and Trending News stories, Photos, Videos from Entertainment, Bollywood, Politics, Sports, Cricket, Astrology, Crime and many more at Asianet Newsable.",top,english,india,8,1,4,5,6,24,50,C (Below Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram']",High,False,True,newsable.asianetnews.com
marathi_indiatimes,Maharashtra Times,https://marathi.indiatimes.com,"Get latest Marathi news from Maharashtra, India and World. Maharashtra Times, a Marathi news paper provides news in Marathi, Marathi batmya, todays news headlines from sports, entertainment, politics and more.","sports, technology, other, top, entertainment, politics",marathi,india,8,3,6,3,7,27,50,C+ (Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,marathi.indiatimes.com
gujarati_news18,News18 Gujarati,https://gujarati.news18.com,"ગુજરાતી સમાચાર (Gujarati News): Get all the latest Gujarati Samachar ગુજરાતી ન્યૂઝ covering Gujarat Samachar politics, business, Gujarati entertainment news, cricket, lifestyle, education, Gujarati Top Headlines, Daily Breaking News and more on News18 Gujarati","domestic, sports, lifestyle, world, food, technology, health, top, crime, business, entertainment, politics",gujarati,india,8,5,0,3,7,23,50,C (Below Average),False,False,False,False,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,gujarati.news18.com
navbharattimes,NBT navbharattimes,https://navbharattimes.indiatimes.com,"Hindi News: Read Latest News in Hindi at Navbharat Times Leading Hindi News Website. पढ़े देश (India), राज्य (State), दुनिया (World), खेल (Sports), बिज़नेस (Business), मनोरंजन (Entertainment), शिक्षा (Education) से जुड़ी खबरें नवभारत टाइम्स पर.","sports, lifestyle, world, technology, education, other, top, entertainment, business",hindi,india,8,5,6,7,7,33,50,B (Above Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,navbharattimes.indiatimes.com
appleinsider,Apple Insider,https://appleinsider.com,"For Apple News, Rumors, Reviews, Prices, and Deals, trust AppleInsider. Serving Apple product enthusiasts since 1997.",technology,english,"united kingdom, india, australia, singapore, canada, united states of america",8,3,6,5,6,28,50,C+ (Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube', 'linkedin']",High,False,True,appleinsider.com
espncricinfo,Espncricinfo,https://www.espncricinfo.com,"Get live cricket scores, cricket updates of upcoming International, domestic and T20 matches. Catch all the latest videos, news about cricket on ESPNcricinfo.",sports,english,"zimbabwe, new zealand, united kingdom, india, bangladesh, australia, south africa, world, sri lanka, pakistan",8,3,3,4,6,24,50,C (Below Average),False,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,www.espncricinfo.com
gsmarena,GSM Arena,https://www.gsmarena.com,GSMArena.com - The ultimate resource for GSM handset information.,technology,english,india,8,1,5,5,7,26,50,C+ (Average),False,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",Low,False,True,www.gsmarena.com
jagranjosh,Jagran Josh,https://www.jagranjosh.com,"Jagran Josh provides Latest Education News and One Stop Destination for School & College going Students along with Study Material, Free Notes for Board, Govt. and other Competitive Exams.",education,"english, hindi",india,8,2,6,1,6,23,50,C (Below Average),True,True,True,True,False,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,www.jagranjosh.com
hellomagazine,Hellomagazine,https://www.hellomagazine.com,"HELLO! brings you the latest celebrity & royal news from the UK & around the world, magazine exclusives, fashion, beauty, lifestyle news, celeb babies, weddings, pregnancies and more!","lifestyle, food, tourism, other, health, entertainment, business",english,"united kingdom, canada, india",8,4,8,5,6,31,50,B (Above Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,www.hellomagazine.com
economist,The Economist,https://www.economist.com,"Published since September 1843 to take part in “a severe contest between intelligence, which presses forward, and an unworthy, timid ignorance obstructing our progress.”","world, science, technology, other, top, business",english,"taiwan, syria, qatar, malaysia, lebanon, timor-leste, costa rica, greece, poland, portugal, croatia, slovenia, laos, united kingdom, venezuela, liechtenstein, macedonia, albania, iran, haiti, mexico, macau, malta, kazakhstan, india, nicaragua, cyprus, azerbaijan, turkey, luxembourg, guyana, united arab emirates, oman, serbia, hong kong, china, vietnam, turkmenistan, sweden, cambodia, switzerland, dominican republic, bangladesh, libya, jamaica, finland, south korea, austria, chile, dominica, france, guatemala, el salvador, pakistan, tajikistan, ecuador, thailand, andorra, denmark, vatican, san marino, maldives, bolivia, kuwait, georgia, barbados, israel, singapore, belgium, bahrain, ireland, brunei, bosnia and herzegovina, monaco, afghanistan, romania, djibouti, algeria, kosovo, hungary, moldova, philippines, estonia, mongolia, honduras, bhutan, uruguay, saudi arabia, jordan, iraq, peru, yemen, paraguay, kyrgyzstan, germany, mauritania, tunisia, ukraine, united states of america, puerto rico, lithuania, slovakia, morocco, bulgaria, belize, latvia, bahamas, panama, nepal, egypt, spain, north korea, belarus, sri lanka, netherland, colombia, cuba, italy, iceland, sudan, canada, uzbekistan, armenia, montenegro, ethiopia, norway, myanmar, japan, somalia, brazil, argentina, suriname, indonesia, czech republic, russia",8,6,5,5,6,30,50,B (Above Average),True,False,True,True,True,0.0,,"['facebook', 'instagram', 'youtube', 'linkedin']",High,False,True,www.economist.com
hindustantimes_tech,HT Tech,https://tech.hindustantimes.com,"Technology News - Find the latest technology news on mobile phones, laptops, gadgets, gaming, and wearables. Get the latest reviews and updates of all the gadgets with specifications, latest photos and videos on HT Tech.","technology, entertainment",english,india,8,1,8,5,7,29,50,C+ (Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,tech.hindustantimes.com
arstechnica,Ars Technica,https://arstechnica.com,"Serving the Technologist for more than a decade. It is news, reviews, and analysis.","technology, sports, top, science",english,"united states of america, canada, india",8,3,5,5,4,25,50,C+ (Average),True,True,True,False,True,0.0,,"['facebook', 'instagram', 'youtube']",High,False,True,arstechnica.com
tamil_asianetnews,Asianet News Tamil,https://tamil.asianetnews.com,"Tamil News (தமிழ் செய்திகள்): Read latest Tamil News and breaking news in Tamil online. Find today's news headlines in Tamil, Top stories from Tamil Nadu, India, World, Politics, Business News, Sports News, Video News (தமிழ் வீடியோ செய்திகள்), Kollywood Cinema News (தமிழ் சினிமா), Astrology and more at Asianet News Tamil. পড়ুন।ন।",top,tamil,india,8,1,4,5,6,24,50,C (Below Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram']",High,False,True,tamil.asianetnews.com
zeenews,ZEE News,http://zeenews.india.com,"Zee News brings the latest news from India and World on breaking news, today news headlines, politics, business, technology, Bollywood, entertainment, sports, and others. Find exclusive news stories on Indian politics, current affairs, cricket matches, festivals, and events.","domestic, sports, world, science, technology, other, health, top, entertainment, business","gujarati, bengali, english, malayalam, kannada, telugu, hindi, tamil",india,5,7,5,4,6,27,50,C+ (Average),True,True,True,False,False,0.0,,"['facebook', 'twitter', 'instagram']",High,False,False,zeenews.india.com
gamespot,GameSpot,https://www.gamespot.com,"GameSpot delivers the best and most comprehensive video game and entertainment coverage, including news, reviews, trailers, walkthroughs, and guides for PS4, Xbox One, Nintendo Switch, PC, and Google Stadia.",entertainment,english,"united kingdom, india, australia, singapore, united states of america",8,2,6,5,7,28,50,C+ (Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,www.gamespot.com
in_ign,In Ign,https://in.ign.com,"IGN India is your ultimate destination for xbox 360, xbox one, ps3, ps4, PC, Vita, 3DS & Iphone games with expert reviews, previews, news, cheat codes, wikis.","sports, science, technology, other, top, entertainment, business",english,india,8,3,9,2,6,28,50,C+ (Average),True,True,True,False,False,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,in.ign.com
bengali_news18,Bengali News 18,https://bengali.news18.com,"Bengali News - Get latest and breaking Bangla News ব্রেকিং বাংলা নিউজ, বাংলা খবর, on entertainment, sports, national, world, political and much more on News 18 Bengali.","sports, lifestyle, world, science, food, technology, education, other, top, health, business, entertainment",bengali,india,8,5,0,6,6,25,50,C+ (Average),False,False,False,False,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,bengali.news18.com
businesstoday,Business News India,https://www.businesstoday.in,"Business News Today: Get latest business news from India, breaking business news updates, live share market news today, trending business news, stocks, IPO, finance, economy, crypto stories on Business Today.",top,english,india,8,1,6,5,6,26,50,C+ (Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'youtube']",High,False,True,www.businesstoday.in
jagran,ताजा हिंदी ख़बरें,https://www.jagran.com,"Hindi News Paper Dainik Jagran: Read Breaking Hindi News, Latest News in Hindi, ताज़ा समाचार, हिंदी समाचार and हिंदी न्यूज़ on Politics, Business, Bollywood, Technology, Automobile, Astrology and Cricket Hindi Samachar. दैनिक जागरण पर पढ़ें राजनीति, व्यापार, बॉलीवुड, टेक्नॉलॉजी, ऑटोमोबाइल, ज्योतिष, क्रिकेट, देश और दुनिया से जुड़ी आज की ताजा हिंदी ख़बरें।","domestic, world, other, entertainment, business",hindi,india,8,2,0,2,4,16,50,D (Poor),False,False,False,False,False,0.0,,[],High,False,True,www.jagran.com
sportskeeda,Sportskeeda,http://sportskeeda.com,"Read all the latest Sports News & Live Updates in Sportskeeda. Get Live Scores, Fixtures, Schedules, Points Table, Team Standings & Match Updates on All Sports like Football, Cricket, NBA, WWE, Kabaddi, etc.",sports,english,india,3,1,10,6,7,27,50,C+ (Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,False,sportskeeda.com
assam_news18,News18 অসম,https://assam.news18.com,"Get latest news and breaking news in Assamese on politics, sports, lifestyle, entertainment, business, games from Assam and across India including photos, videos and many more at News18 Assam (News18 অসম).","sports, world, lifestyle, technology, other, top, health, entertainment, business, crime",assamese,india,6,5,0,3,7,21,50,C (Below Average),False,False,False,False,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,assam.news18.com
investing_hi,Investing भारत,https://hi.investing.com,Investing.com भारत एसेट श्रेणी कीे व्यापक श्रंखला के ट्रेडर्स को समाचारों तथा विश्लेषणों के साथ-साथ रियल-टाइम चार्ट्स तथा कोट्स भी प्रदान करता है,"world, top, business",hindi,india,8,2,1,6,5,22,50,C (Below Average),False,False,False,False,True,0.0,,"['facebook', 'twitter']",High,False,True,hi.investing.com
indiatoday,India Today,https://www.indiatoday.in,"Check out the latest news from India and around the world. Latest India news on Bollywood, Politics, Business, Cricket, Technology, and Travel.","food, other, health, top, business, entertainment, politics",english,india,8,3,7,7,6,31,50,B (Above Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,www.indiatoday.in
